Date,Temp,Price
2011-01-03,0.21237113402061858,1738
2011-01-04,0.22474226804123715,1738
2011-01-05,0.22268041237113406,1738
2011-01-06,0.1484536082474227,1538
2011-01-07,0.16082474226804128,1538
2011-01-10,0.13608247422680417,1543
2011-01-11,0.19381443298969075,1543
2011-01-12,0.13608247422680417,1543
2011-01-13,0.18350515463917527,1677
2011-01-14,0.22680412371134023,1677
2011-01-17,0.10515463917525777,1677
2011-01-18,0.16701030927835053,1743
2011-01-19,0.16907216494845365,1743
2011-01-20,0.13608247422680417,1793
2011-01-21,0.16494845360824745,1793
2011-01-24,0.12371134020618557,1665
2011-01-25,0.13195876288659797,1722
2011-01-26,0.12989690721649488,1722
2011-01-27,0.12164948453608249,1665
2011-01-28,0.14226804123711342,1665
2011-01-31,0.17731958762886602,1942
2011-02-01,0.3010309278350516,1912
2011-02-07,0.311340206185567,2297
2011-02-08,0.36494845360824746,1997
2011-02-09,0.2804123711340206,2047
2011-02-10,0.2618556701030928,1845
2011-02-11,0.24536082474226806,1795
2011-02-14,0.2350515463917526,1922
2011-02-15,0.2680412371134021,1938
2011-02-16,0.2927835051546392,1938
2011-02-17,0.3237113402061856,2092
2011-02-18,0.33814432989690724,2077
2011-02-21,0.4329896907216495,2018
2011-02-22,0.4329896907216495,2018
2011-02-23,0.42061855670103093,1835
2011-02-24,0.4309278350515464,1682
2011-02-25,0.34639175257731963,1682
2011-02-28,0.3628865979381444,1760
2011-03-02,0.2618556701030928,1760
2011-03-03,0.2618556701030928,1697
2011-03-04,0.30721649484536084,1780
2011-03-07,0.33814432989690724,1762
2011-03-08,0.33814432989690724,1762
2011-03-09,0.30927835051546393,1762
2011-03-10,0.33402061855670107,1762
2011-03-11,0.4,1762
2011-03-14,0.443298969072165,1793
2011-03-15,0.33608247422680415,1793
2011-03-16,0.29690721649484536,1793
2011-03-17,0.3216494845360825,1793
2011-03-18,0.4226804123711341,1793
2011-03-21,0.47010309278350515,1783
2011-03-22,0.3422680412371134,1783
2011-03-23,0.3505154639175258,1783
2011-03-24,0.36494845360824746,1783
2011-03-25,0.3505154639175258,1783
2011-03-28,0.4123711340206186,1737
2011-03-29,0.4041237113402062,1737
2011-03-30,0.45567010309278355,1737
2011-03-31,0.4948453608247423,1737
2011-04-01,0.4927835051546392,1737
2011-04-04,0.51340206185567,1853
2011-04-05,0.5257731958762887,1867
2011-04-06,0.5237113402061856,1867
2011-04-07,0.5030927835051546,1917
2011-04-08,0.5402061855670104,1868
2011-04-11,0.5195876288659794,1867
2011-04-12,0.5154639175257731,1867
2011-04-13,0.5381443298969073,1867
2011-04-14,0.5608247422680412,1917
2011-04-15,0.5567010309278351,1917
2011-04-18,0.443298969072165,2027
2011-04-19,0.5278350515463918,2027
2011-04-20,0.5360824742268041,2027
2011-04-21,0.5835051546391753,1743
2011-04-22,0.48865979381443303,1743
2011-04-25,0.5381443298969073,1743
2011-04-26,0.5216494845360825,1717
2011-04-27,0.5402061855670104,1717
2011-04-28,0.5195876288659794,1800
2011-04-29,0.5773195876288659,1867
2011-05-02,0.5979381443298969,1818
2011-05-03,0.6206185567010309,1817
2011-05-04,0.6329896907216495,1817
2011-05-06,0.622680412371134,1753
2011-05-09,0.6680412371134021,1985
2011-05-11,0.6597938144329897,1985
2011-05-12,0.6288659793814433,2085
2011-05-13,0.6061855670103093,2085
2011-05-16,0.6432989690721649,2125
2011-05-17,0.665979381443299,2125
2011-05-18,0.7278350515463918,2188
2011-05-19,0.731958762886598,2105
2011-05-20,0.665979381443299,2055
2011-05-23,0.7072164948453609,2075
2011-05-24,0.7484536082474227,1925
2011-05-25,0.7731958762886598,1925
2011-05-26,0.731958762886598,2075
2011-05-27,0.7195876288659795,2142
2011-05-30,0.7731958762886598,2287
2011-05-31,0.6907216494845361,2275
2011-06-01,0.6762886597938145,2242
2011-06-02,0.6969072164948453,2308
2011-06-03,0.6969072164948453,2375
2011-06-07,0.7360824742268042,2317
2011-06-08,0.7587628865979381,2317
2011-06-09,0.7051546391752577,2317
2011-06-10,0.7463917525773196,2333
2011-06-13,0.7381443298969073,2338
2011-06-14,0.7752577319587629,2333
2011-06-15,0.8247422680412371,2408
2011-06-16,0.8515463917525773,2333
2011-06-17,0.8185567010309278,2338
2011-06-20,0.8536082474226805,2355
2011-06-21,0.8020618556701031,2355
2011-06-22,0.7731958762886598,2350
2011-06-23,0.7587628865979381,2355
2011-06-24,0.711340206185567,2355
2011-06-27,0.7010309278350515,2388
2011-06-28,0.8020618556701031,2388
2011-06-29,0.7381443298969073,2388
2011-06-30,0.7958762886597939,2235
2011-07-01,0.8226804123711341,2167
2011-07-04,0.7690721649484537,2167
2011-07-05,0.8061855670103093,2167
2011-07-06,0.8329896907216495,2167
2011-07-07,0.777319587628866,2217
2011-07-08,0.7670103092783505,2217
2011-07-11,0.7422680412371134,2217
2011-07-12,0.7752577319587629,2217
2011-07-13,0.8061855670103093,2320
2011-07-14,0.7917525773195877,2320
2011-07-15,0.7876288659793814,2233
2011-07-18,0.8969072164948454,2320
2011-07-19,0.8927835051546392,2320
2011-07-20,0.8742268041237113,2320
2011-07-21,0.8639175257731959,2320
2011-07-22,0.8020618556701031,2285
2011-07-25,0.8185567010309278,2285
2011-07-26,0.8164948453608247,2252
2011-07-27,0.8,2252
2011-07-28,0.8144329896907216,2047
2011-07-29,0.845360824742268,2047
2011-08-01,0.8329896907216495,2115
2011-08-02,0.843298969072165,2095
2011-08-03,0.8288659793814432,2095
2011-08-04,0.8288659793814432,2095
2011-08-05,0.9010309278350516,2095
2011-08-08,0.8144329896907216,2118
2011-08-09,0.8412371134020619,2118
2011-08-10,0.8371134020618557,2118
2011-08-11,0.8536082474226805,2068
2011-08-12,0.8268041237113403,2068
2011-08-16,0.8206185567010309,2057
2011-08-17,0.7938144329896908,2057
2011-08-18,0.8247422680412371,2157
